SMILES,logS
CC1=C(C=O)C(C)(C)CC=C1,-2.4650077569
CC(=O)CC(C)(C)C1CCCCC1,-3.5481536429
CCC(C)C(=O)N(C)c1ccccc1,-1.5805795126
C=C[Si](C)(OC)OC,0.5776235848
O=S(=O)([O-])c1ccc2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,-1.0824140873
Cc1cc(C)cc(O)c1,-1.3879839049
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,-2.772789495
CC(C)CC(=O)CC(C)C,-2.4540578458
Nc1ccc2c(O)cc(S(=O)(=O)[O-])cc2c1,-2.6798855726
CCCCCC1=C(OC(C)=O)CCC1CC(=O)OC,-3.7219886724
C=CC1CC=CCC1,-3.3351930307
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,-5.0104856455
CCCCOC(=O)c1ccc(C(=O)OCCCC)c(C(=O)OCCCC)c1,-4.807173711
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,-4.8285219564
C=CC(=O)OCCC[Si](OC)(OC)OC,-4.6063887787
CCCCCCCCCCCO,-4.4804406676
O[B]O,-2.3407335191
C=CC(=O)OC1CC2CCC1(C)C2(C)C,-4.5830924552
C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,-4.5985985087
CCC=CCCOC(=O)c1ccccc1O,-4.6439814041
Cc1cc(C)cc(C)c1,-3.382657059
Cc1ccc([N+](=O)[O-])cc1Cl,-3.5442781768
CCC[NH+](CCC)CCC,-2.4722202552000003
O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N1CCCCCC1=O,-3.9064006561
CC(C)CCOC(=O)CC(C)C,-3.5540595352999995
CCCCCC(CO)CCC,-3.5181985232
Nc1ccc(CCc2ccc(N)cc2)cc1,-3.6457005741
FC(F)C(F)(F)F,-1.4164957907
Oc1c(I)cc(Cl)c2cccnc12,-1.8222562261
CC(C)(O)CCc1ccccc1,-1.5556396769999998
CC(=O)c1cc2ccccc2o1,-2.5484883965000003
Nc1cc([N+](=O)[O-])cc(Cl)c1[O-],-2.6990298363
O=C(c1ccccc1)C1(O)CCCCC1,-2.6647801935
CCOc1nc2cccc(C(=O)[O-])c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,-6.4977813968
CC1(Cn2ccnn2)C(C(=O)[O-])N2C(=O)CC2S1(=O)=O,-1.8384616763
CN(C=O)c1ccccc1,-1.4947809467
Nc1ccc(S(=O)(=O)[O-])cc1S(=O)(=O)[O-],-1.7700930025
COc1ccc(C(=O)[O-])cc1[N+](=O)[O-],-2.6613195143
CC(C)(C)C(=O)OCCc1ccccc1,-3.6752800895
CC(=O)OC(C)C1CCCCC1,-3.5976237668
CC(=O)CCC1=C(C)CCCC1(C)C,-3.6550445763
CCCCCCO,-1.382910122
COC(C)(C)C,-0.3235268543
Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-],-1.7677385178999998
CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,-3.7259038203
c1ccc(C[NH2+]Cc2ccccc2)cc1,-2.6876302374
Cc1cccc2nn[nH]c12,-1.5169635388
Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1O,-1.7662055678
O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)c(S(=O)(=O)[O-])c4)cc3S(=O)(=O)[O-])nc(N(CCO)CCO)n2)cc1,-0.4642868095
CCCCCC1CCCC(=O)O1,-1.6290322311
O[Si](O)(c1ccccc1)c1ccccc1,-2.7330206215
CCCCCOC(=O)CCCC,-3.6244813037
CC1=CC(=O)N(Cc2cccc(CN3C(=O)C=C(C)C3=O)c2)C1=O,-3.9003349932
CCC=CCCOC(=O)c1ccccc1,-3.7048974167
COC(=O)c1ccc(C(=O)OC)c(N)c1,-3.7185037648
CCCC(CC)CCCCCCC[NH3+],-3.6976259568
CC1(C)CCC2OC23C(C)(C)C2CCC13C2,-4.6529288002
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,-4.9450169862
CCCCC(CC)COC(=O)CS,-4.635481621399999
CCC(C)(C)c1ccccc1,-4.5007459195
CC1=CCCC(C)(C)C1C(C)CCC=O,-4.6532020914
C=C1C2CCC(C2)C1(C)C,-4.4715404278
CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.8205954965
COC1(C)CCC23CC1C(C)(C)C2CCC3C,-4.7401771795
COC1CCCCCCCCCCC1,-4.6835903829
Cc1ccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c(C)c1,-4.8916555333
Cc1cc(C(C)(C)C)cc(C)c1CC#N,-4.7018118295
O=C1NC(=O)c2cccc3cccc1c23,-4.6928315029
COC(=O)c1ccc(C)cc1,-2.5767203524
CC1CC(C)(C)OC(Cc2ccccc2)O1,-2.7446854432
Cc1cc(S(=O)(=O)[O-])ccc1N,-1.7295012251
O=C1CCCCCN1C(=O)c1cccc(C(=O)N2CCCCCC2=O)c1,-3.9583461947
C=CCOC(=O)CCCCC,-2.6105517594
CC(C)OC(=O)CCC(=O)OC(C)C,-1.7293168462
C[N+](C)(C)c1ccc2c(c1)C(=NNc1ccc(N)cc1)C(=O)C=C2,-1.9807853884
NC(=O)C(F)(F)F,-1.4850227408
CCC(C)(C)C1CCC(=O)CC1,-2.6568927779
CCCCCCC#CC(=O)OC,-3.6518876662
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-2.8774727952
COc1ccc(OC)c(Cl)c1,-2.6724024043
OCCOc1ccc2ccccc2c1,-2.7142946902
CCCCOc1ccccc1,-3.6132495633
O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,-3.937488879
CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH3+],-3.9550420009
COC,0.8843659201
COc1cc(C=CC(=O)[O-])cc(OC)c1OC,-2.830470194
c1ccc2c(c1)CCCC2,-3.5673681389
CCCCOC(=O)CCCCC(=O)OCCCC,-3.8681538696
Cc1ccc(C(C)(C)C)c(O)c1,-2.672674663
C=CC(=O)OCCCCCCOC(=O)C=C,-2.8193366955
CCCCCCCCCC(=O)N(C)C,-2.7681111795
Cc1ccc(O)c(C(C)(C)C)c1,-2.6917536232
C[N+](C)(C)c1ccccc1,0.2877472964999999
CCCCC(C(=O)OCC)C(=O)OCC,-2.8164963969
CCCCCCCCCCCC1=[NH+]CCN1CCO,-3.8986556211
FC(F)(F)c1ccc(Cl)cc1,-3.7276952246
Oc1ccc(-c2ccc(O)cc2)cc1,-3.7423730992
CC=COC1CCC(OC=CC)CC1,-3.9037320907
O=C1CCCCCCCCCOCCCCCO1,-3.8838494997
CCCCCCCCCCC(C)CCCCCCCC,-6.4511045339
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,-3.7960463334
CC(C=O)Cc1ccc(C(C)(C)C)cc1,-3.7917820609
COc1ccc(C(=O)Nc2ccccc2)cc1N,-3.86580004
N#CCN(CC#N)CCN(CC#N)CC#N,-2.8204043469
CC(C)(C)OOC(=O)c1ccccc1,-2.7764329492
CCC(C)(O)CCCC(C)C,-2.6942897822000003
COc1ccc2[nH]c(=S)[nH]c2c1,-2.7506819237
c1cc(OCC2CO2)c2ccc(OCC3CO3)cc2c1,-3.9191737976
CC(C)=CCCC(C)=CCOC=O,-3.7461507617
CO[SiH](CC1CCCCC1)OC,-3.0959725365
O=S(Cc1ccccc1)Cc1ccccc1,-2.8588087212
C=CC(=O)OCC(C)CC,-2.6532064055
Clc1nc2ccccc2s1,-2.7325883752
Clc1ccc2c(Cl)ccnc2c1,-2.8026246384
Nc1ccccc1S(=O)(=O)[O-],-1.7471686412
CCC(=O)OC1C(C)CCCC1(C)C,-3.8031812605
CCCCCCCC1CCCC1=O,-3.7694416506
O=C(Cc1ccccc1)OCc1ccccc1,-3.863274879700001
CN(C)C(=S)SC(=S)N(C)C,-2.8302990647
CC(C)=CCCC(C)CCO,-2.7067344575
CCC(=O)C(C)CC=C(C)C,-2.7010952437
Cc1cc(C)c(N)c(S(=O)(=O)[O-])c1,-1.8195435039
c1ccsc1,-1.4450110492
CCC(C)CO,-0.4681010618999999
CC(C)CCO,-0.4681010618999999
CC(=O)Nc1ccc(S(=O)(=O)[O-])c2c1C(=O)C(=NNc1ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c3ccc(S(=O)(=O)[O-])cc13)C(S(=O)(=O)[O-])=C2,-1.4612448391
CCCCCCCCO,-2.6375931207
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,-3.9512810281
CC(C)(C)c1cccc(C(C)(C)C)c1O,-4.7135873776
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O,-5.1858488331
CCCCC(CC)COC(C)=O,-4.6451400046
CCCCCCCCC(C)C#N,-4.6324209502
O=C1Cc2cc(CCCl)c(Cl)cc2N1,-4.7775740697
CC(c1ccccc1)c1ccccc1,-4.6925039386
Cc1ccccc1Cc1ccccc1,-4.6925039386
O=C([O-])c1cc(Nc2ccccc2)c(C(=O)[O-])cc1Nc1ccccc1,-4.9857232877
O=C(C=Cc1ccccc1)OCc1ccccc1,-4.8207960263
O=c1nc(-c2ccccc2)nc(-c2ccccc2)[nH]1,-5.4935852535
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,-5.010576791
CCOC(=O)C1C(C=C(C)C)C1(C)C,-4.7652682741
NC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,-4.9367254155
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,-4.8708662082
Cc1ccc(Nc2cc(C(=O)[O-])c([NH2+]c3ccc(C)cc3)cc2C(=O)[O-])cc1,-5.0705134819
COc1cc(NC(=O)c2cc3ccccc3cc2O)c(OC)cc1Cl,-5.0622701458
C=C(C)C(=O)OCC(CC)CCCC,-4.8059741607
NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1,-4.9156499936
C=CC(=O)OCCCCCCCCCCOC(=O)C=C,-4.9608754545
CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,-5.0064289581
CC1(C)CC2(CC(C)(C)[NH2+]1)OC1(CCCCCCCCCCC1)NC2=O,-5.0846644385
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,-4.892804854
OCc1cccc(Oc2ccccc2)c1,-2.8258731416
CSc1cc(SC)c(N)c(C)c1N,-2.8569254583
CC=Cc1ccc(OC)c(OC)c1,-2.7782267945
Cc1ccc2cccc(O)c2n1,-1.7306186153
C=CC(=O)OCCCOCC(C)(C)COCCCOC(=O)C=C,-3.0495421403
CCCCCOC=O,-1.6020599913
C=Cc1ccccc1,-2.5552696161000004
C=C(C)C(=O)OCCCCCC,-3.7554210341
Clc1cc(Cl)c(Cl)nc1Cl,-3.8614246907
Nc1nc(-c2ccc3ccccc3c2)cs1,-4.849542252
CCCCCCCCCC=O,-3.7255255026
COC(=O)C(F)(F)F,-0.6479837034
CC(=O)CCc1ccccc1,-1.7160179957
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,-2.9792447784
CC(=O)Oc1ccc(C(C)(C)CC(C)(C)C)cc1C1C(=O)Oc2ccc(C(C)(C)CC(C)(C)C)cc21,-6.6925825623
CCC(C)CCCC(C)(C)O,-2.7493446847000005
Nc1cc(S(=O)(=O)[O-])ccc1O,-1.8297447369
CCCCCCCCCCCC(=O)N(C)C,-3.9093070505
CCCCCCCCCCCCCC[NH+](C)C,-3.9356925608
CC(=O)c1ccc2ccccc2c1,-2.7964187192
Nc1ccc(N=Nc2ccc(NS(=O)(=O)c3ccc(NN=C4C(=O)c5c(cc(S(=O)(=O)[O-])c(N=Nc6ccc([N+](=O)[O-])cc6)c5N)C=C4S(=O)(=O)[O-])cc3)cc2)c(N)c1,-0.5256786207
CCNc1ccccc1,-1.6520779355
CC(C)CCOCCC(C)C,-3.7601070667
CN(c1ccccc1)S(=O)(=O)c1cc([O-])c2c(N=Nc3ccc(NC(=O)CCl)cc3S(=O)(=O)[O-])c(N)ccc2c1,-4.3588570696
COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,-4.0576928644
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,-2.1054831912
CC(C)COP(=O)(OCC(C)C)OCC(C)C,-3.0021546468
COC(=O)c1ccccc1C,-1.7566476759
C=C(C)C,-2.3290690398
C=CC(COC(C)=O)OC(C)=O,-0.8176814122
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,-4.8438678664
Cc1c(Cl)cccc1Cl,-3.7919361419
O=C1CCCCCCCCCCC1,-3.8458299965
Cc1ccc(C(=O)[O-])cc1[N+](=O)[O-],-2.8480980227
CCCC1CC(C)(OC(C)=O)CCO1,-2.2047232328
CCCCC(CC)C[NH3+],-1.7134804626
Cc1ccc(N)cc1Cl,-1.7531263116999998
O=c1c([O-])c(-c2ccc(O)cc2O)oc2cc([O-])cc(O)c12,-3.0824090581
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,-4.086559757
Cc1ccc(Cl)cc1Cl,-3.8089694812
COC1OC(COS(=O)(=O)c2ccc(C)cc2)C2OC(C)(C)OC12,-4.1564425332
COc1ccccc1C,-2.6890833932
O=C([O-])Cc1ccc(Cl)cc1Cl,-2.9191416399000003
N#Cc1ccc(Cl)cc1,-2.749354496
CC(C)c1ccc(C=O)cc1,-2.7852565821
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,-2.969024542
CCC(=O)c1cccc(Cl)c1,-1.8467055699
