SMILES,logS
NC(=O)NC1=CC(NC2=NC(Cl)=NC(NC3=CC=CC(=C3)S(=O)(=O)CCOS([O-])(=O)=O)=N2)=CC=C1N=NC1=CC2=C(C=C(C=C2C=C1S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,-0.4261364852
CCCCCCCCCCCCNC1=NC(Cl)=NC(NC2=CC=C3C(=C2)C=C(C(=NNC2=CC=C(C=C2)N=NC2=CC=C(C=C2)S([O-])(=O)=O)C3=O)S([O-])(=O)=O)=N1,-3.358911212
CCCN(CCC)C(=O)SCC,-2.7031744039
O=[P+]1OC2=CC=CC=C2C2=CC=CC=C12,-1.7796231349
C=COC(=O)C1=CC=CC=C1,-2.6229591952
CC1=CC=CC(CC(C)(C)CO)=C1,-2.8265354685000004
CC1(C)C2CC1C(CCO)=CC2,-2.6959998037
CC1CC(=O)CC(C)(C)C1,-1.6471414632
C=CC(=O)OCCOC1=CC=CC=C1C1=CC=CC=C1,-3.9515188418
SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481
CC1=CC(=CC(C)=C1O)C(C)(C)C1=CC(C)=C(O)C(C)=C1,-4.952868802799999
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799
CCOC(=O)CC(C)CC(C)(C)C,-3.8230431676
CCC1=CC=C(C)N=C1,-1.0042604536
CC(C)C1CCC(C)CC1OC(=O)C(C)O,-2.9799872046
CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,-4.1510889183
CF,-0.1758743764999999
C(COC1=CC=CC=C1)OC1=CC=CC=C1,-3.9885265275
CCC1=CC(CC2=CC(CC)=C(N)C(CC)=C2Cl)=C(Cl)C(CC)=C1N,-7.2780387128
CC1=CC(C)=C(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)C(C)=C1CNC(=O)C1=CC=CC=C1,-1.4396051212999998
CCCCCCC=CC1CC(=O)OC1=O,-4.0217535152
CC1=CCC2CC1C2(C)C,-4.7725704235
C[Si](C)(C)O[Si](C)(C)C,-4.909505216
FC(=C)C(F)(F)F,-2.7599573667
CCN(CC)C1=CC=C([C+](C2=CC=C(C=C2)N(CC)CC2=CC=CC(=C2)S([O-])(=O)=O)C2=CC=C(C=C2)N(CC)CC2=CC=CC(=C2)S([O-])(=O)=O)C(C)=C1,-0.6229779303
S=[W]=S,-4.1391336425
CCCC(=O)OC(C)(C)CC1=CC=CC=C1,-4.1359426126
[O-]S(=O)(=O)C1=CC=C(NN=C2C=CC(=O)C(=N[N-]C3=CC=C(C4=CC=CC=C34)S([O-])(=O)=O)C2=O)C2=CC=CC=C12,-2.6038411441
CCCOCC(C)OCC(C)O,-0.0700526508
O=C(OC1=CC=CC=C1)OC1=CC=CC=C1,-4.2169166627
CCCCC(CC)C(=O)OC=C,-4.1519109764
CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-4.3876832538
CC1=CC(C)=C(C(C)=C1NC1=CC=C(NC2=C(C)C=C(C)C(=C2C)S([O-])(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,-1.7922611704
CC(C)CC(C)CC(C)C=C(C)C1CC(=O)OC1=O,-4.4255032449
CCCCCCCCCC(=O)OC1=CC=C(C=C1)C([O-])=O,-5.424547549700001
COC1=CC=C(C=CC(=O)OCCC(C)C)C=C1,-5.4919252104
C1CC=CCCC=CCCC=C1,-5.3651562541
CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999
COC1CC(OC2C(C)OC(CC2OC)OC2C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)OC5CC(CC=C2C)OC2(C5)OC(C5CCCCC5)C(C)C=C2)C34O)OC(C)C1O,-7.5558815137
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,-6.183335848
CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005
COC1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(C=C1)[N+]([O-])=O,-6.9290130346000005
CCCCN(CCCC)C1=CC=C2C(OC3=CC(C)=C(NC4=CC=CC=C4)C=C3C22OC(=O)C3=CC=CC=C23)=C1,-7.4042503575
FC1(F)OC2=CC=CC(C=O)=C2O1,-2.1558333574
CCCCCCCCCCCC[N+]1=CC=CC=C1,-0.4539105371
OCC1=CC(=NNC2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C(=O)C(=N[N-]C2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C1=O,-0.8171647444
CC(=O)C1=CC=C(O)C=C1,-1.1383824511
CC(C)=CCCC(C)=CC=CC(C)=O,-3.2972120668
C=CN1CCN(C=C)C1=O,-1.1558864442
NC1=CC(=CC=C1O)[N+]([O-])=O,-2.2056018566
[O-][N+](=O)C1=CC=C2NC(=O)NC2=C1,-3.2740875474
CC1=CC=C(C=C1)S(=O)(=O)C(=CN1CC(=O)NC1=S)C#N,-3.5292992951
CCC1=C(O)C(=O)C=CO1,-1.1759580204
COC(=O)CC1=CC=CC=C1,-2.2114017234
CC1=C(Cl)C=CC=C1[N+]([O-])=O,-3.2706864295
CCCCCCCl,-3.1223887332
CC(=C)C(=O)OCC(F)(F)F,-2.2684756839
CCCCCCC(C)=O,-2.1536963273
CCCCCC=CCC(CC([O-])=O)C([O-])=O,-2.4042405739
CCCC(CCC)(C([O-])=O)C(CCC)(C=CC)C([O-])=O,-3.4953596006
CC1CC(=O)C=C2CCC3C4CCC(O)C4(C)CCC3C12C,-3.5264225666000004
CC1=NC2=CC=CC=C2C1=NNC1=CC(Cl)=C(C=C1Cl)S(=O)(=O)NCCS([O-])(=O)=O,-3.7561795168
CC(C)(O)C(=O)C1=CC=C(CC2=CC=C(C=C2)C(=O)C(C)(C)O)C=C1,-4.536378597
O=C(NC1=CC=CC=C1)NC1=CC=CC=C1NS(=O)(=O)C1=CC=CC=C1,-4.5784028785
CCS,-0.8459165595999999
CC(CCC=C(C)C)CC=O,-3.243750947
CC(C)C12CCC(C)(O1)C(O)C2,-0.288092629
CC(C)C1=CC=C(CCC=O)C=C1,-3.3026567859
CCCCBr,-2.1977641867
CCCOC(C)OCCC1=CC=CC=C1,-3.3841929036
COC(OC)C(C)(C)CC=C(C)C,-3.3397616042
COC(C)(C)C1CCC(C)=CC1,-3.2966135776
[O-][N+](=O)C1=CC(Cl)=CC=C1Cl,-3.3642253983
CCC(C)=CCCC(C)(O)C#C,-2.3027678878
CCCCCOC(=O)CC,-2.2505224040000003
FC(F)=C(F)Cl,-2.1609542979
CCCCCCCCCCCCOCCO,-1.4593774078
[NH3+]CCCCCCCCCCC([O-])=O,-2.4007753619
NC(NC1=CC=C(Cl)C=C1)=NC(=[NH2+])NCCCCCCNC(=[NH2+])N=C(N)NC1=CC=C(Cl)C=C1,-2.8005950876
CC=C1CC2CC1C=C2,-3.1767964148
CCN(C(=O)N(CC)C1=CC=CC=C1)C1=CC=CC=C1,-3.5256277962
OC1=CC=CC=C1C(=O)OCC1=CC=CC=C1,-4.4139224059
[O-]S(=O)(=O)C1=CC=CC2=CC(NC3=CC=CC=C3)=CC(NC3=CC=CC=C3)=C12,-4.6725029066
S(C1=CC=CC=C1)C1=CC=CC=C1,-4.3606078686
CCOCCCNS(=O)(=O)C1=CC=C(OC2=CC(O)=C3C(=O)C4=CC=CC=C4C(=O)C3=C2N)C=C1,-4.7874700957
CCO,1.2336682179
COC1=CC=C(OC)C=C1,-2.2455315279
C(CC1=CC=CC=C1)OC1CCCCC1,-2.4180900548
CCC(C)(CCC(C)C)C([O-])=O,-2.7160174073000003
CC=CC(=O)C1C(C)C=CCC1(C)C,-3.3963665007
O=C(OCC1CO1)C1=CC=C(C=C1)C(=O)OCC1CO1,-3.5579600556
CCCCCC=CCCC=O,-3.301742894
CC1=CC(C)=C(C)C(O)=C1,-2.2522030039
CC(F)(F)F,-2.043101387
CC(C)(O)C(=O)C1=CC=C(OCCO)C=C1,-1.4699304792
CN=C=S,-0.9832225904
CN(C(=O)N(C)C1=CC=CC=C1)C1=CC=CC=C1,-3.4975575811
O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505
CC(C)CCCC(C)(C)O,-2.2869836341
CCC(=O)OCC1=CC=CC=C1,-2.344979827
CC(=O)OC1(CCCCC1)C#C,-2.352215179
CSC,-0.9312189022
CNC([S-])=S,0.747325108
NC1=CC(Cl)=C(Cl)C=C1Cl,-3.4359504856
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,-3.506108364
CC(C)C1=CC=CC(=C1)C(C)CC=O,-3.6773468456
FC1CC(F)(F)C(F)(F)C1(F)F,-2.436880918
COC1=CC(C=CC)=CC=C1O,-2.3647374971
CC1=CC=C(C=O)C=C1C,-2.277035079
[O-]C(=O)C1=CC=CC=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C([O-])=C(I)C=C12,-1.0993150407
CCCCOC(C)=O,-1.2199585633
NC1=CC=C(C2=CC=C(N)C=C2S([O-])(=O)=O)C(=C1)S([O-])(=O)=O,-2.6919272706
COC1=CC(C=O)=CC(=C1[O-])[N+]([O-])=O,-2.4496899299
CCN(CC)C1=CC=CC(NC(C)=O)=C1,-2.4693780306
CC12CCCC(C)(C)C3C(CCC13)C2=C,-4.412762427200001
OC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,-4.4891053349000005
N#CC(=C1CCCCC1)C1=CC=CC=C1,-4.4200239973
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,-4.4694622333
COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC1=CC=C(C=C1)C(N)=O,-4.6536052692
CCCCCCCCCCCCCCCCCC[NH+](C)C,-4.6786900339
CCCC[N+](CCCC)(CCCC)CCCC,1.3320248442
COC1=CC=CC=C1OC,-1.3149750669
[O-]S(=O)(=O)C1=CC(=CC=C1)S([O-])(=O)=O,0.3709472853
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,-2.7785623319
CCCCCCOC,-2.2450853258000003
[O-][N+](=O)C1=CC(=CC=C1Cl)C(F)(F)F,-2.5337046723
CC(C)C1=CC=C(C=C1)C(C)CC=O,-3.4598629014
O=C(OCC1CO1)C1=CC=C(C(=O)OCC2CO2)C(=C1)C(=O)OCC1CO1,-2.7622964758
CCCCC(CC)C(=O)OCC,-3.423291255
OC1=CC=CC2=CC=CN=C12,-2.3496052546
CCN(C1=CC=CC(=C1)S(=O)(=O)CCOS([O-])(=O)=O)C1=NC(Cl)=NC(NC2=CC=C3C(=C2)C=C(C(=NNC2=CC=C(OC)C=C2S([O-])(=O)=O)C3=O)S([O-])(=O)=O)=N1,-1.1616711076
CCOC1=CC=CC=C1OCC,-2.41045076
OCC(O)C(O)C(O)CO,0.6252744890999999
CC(=C)C=C,-2.0257332357
CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH2+]CCC[NH2+]CCCN,-3.8360757577
CC(C)CCCC(C)CCO,-3.3932597866000003
CCN1C(=O)C(CS([O-])(=O)=O)=C(C)C(=NNC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(NN=C3C(C)=C(CS([O-])(=O)=O)C(=O)N(CC)C3=O)C=C2)C1=O,-2.1021873796
CC(=O)C1=CC=CC=C1,-1.2803868403
CCCCCC(O)C(C)=CCC,-3.4318638977
CCCCOC(=O)CCC,-2.3610477791
CC(C)C1=CC=CC=C1C(C)C,-2.4977135853
CC1=CC=CC(C)=C1O,-1.292396158
CCC(O)C1=CC=CC=C1,-2.3403675905
CC(=O)C1=CC=CC(=C1)C(F)(F)F,-2.4821079167
NC1=CC=C(Cl)C=C1Cl,-2.4171742578
OCC=CCO,0.8466851642000001
CCOCCOCCOCCOC(=O)C(C)=C,-0.6030114261
CC(=O)OCC1=C(N2C(SC1)C([NH3+])C2=O)C([O-])=O,-2.6489777217
CCCCCCCCCC([O-])=O,-3.4452161366000005
CC(C)C,-2.977604072
CCCC,-2.977604072
CC1(C)C2CC1C(CCC=O)=CC2,-3.4657606101
OC1=CC=C(CC([O-])=O)C=C1,-0.3990804112
COC1=CC=C(COC(C)=O)C=C1,-2.4740066421
NC1=NC(N)=[NH+]C(=N1)C1=CC=CC=C1,-2.4941685135
BrC1=CC=C(Br)C(C=C)=C1,-4.5787304077
CC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O,-4.6234419541000005
COC(=O)C1=NC(Cl)=C(Cl)N=C1N,-4.5348386091
CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.5442204359
CCCCCCCCCOC(C)=O,-4.4708606495
OC1=CC=CC=C1C(=O)OC1CCCCC1,-4.5540762927
CCC=CCCOC(=O)CC=CCC,-4.5097094839
CCC12CCC3C(CCC4=C3CC=C(C4)OC)C1CCC2O,-4.7025138257
COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,-4.5802538276
CC1CCC2C(C)(C)C3CC12CC(C(C)=O)=C3C,-4.6134788776
CCOC(=O)C1=CC=CC=C1,-2.3999022404
[O-]C(=O)CCC1=CC=CC=C1,-1.4057514128
CCCCCCC1CCCC1=O,-3.4515155376
NC1=CC=C(Cl)C=C1O,-2.3906599281
CCOC1=CC=C(C=C1)C([O-])=O,-2.4548997462
NC1=C(Cl)C=C(C=C1Cl)C(F)(F)F,-3.591642752
C[NH2+]CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,-3.6576170412
CC1=CC=CC=C1,-2.2062982993
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2O,-3.7003596507
ClCCCCCCCl,-3.4346473299
CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC=C(Cl)C(=C1)C(=O)OC(C)(C)C(=O)OCC=C,-4.676528089
C=CCOC(=O)COC1=CC=CC=C1,-2.5363732086
CNS(=O)(=O)C1=CC(OC)=C(N)C=C1OC,-3.6510805625
NC(N)=O,0.9578400994
O=C1NC2=CC=CC=C2N1,-2.3927519971
CC(CCOC(=O)C=C)CCOC(=O)C=C,-2.6214335505
NC1=CC=CC(Cl)=C1,-1.3733684129
CCCCCCCCCCCCCCC(C)C1=CC(C)=CC(C)=C1O,-7.335707322699999
C1CC=CC1,-2.1049144818000003
CC(=C)C(=O)OC1=CC=CC=C1,-2.4948513605
CC1=C(C=O)C(C)(C)CC=C1,-2.4650077569
CC(=O)CC(C)(C)C1CCCCC1,-3.5481536429
CCC(C)C(=O)N(C)C1=CC=CC=C1,-1.5805795126
CO[Si](C)(OC)C=C,0.5776235848
NC(=O)C1=CC=CN=C1,0.6121583154
OC1=C(N=NC2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C2=CC=C(C=C2C=C1S([O-])(=O)=O)S([O-])(=O)=O,-1.0824140873
CC1=CC(O)=CC(C)=C1,-1.3879839049
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,-2.772789495
CC(C)CC(=O)CC(C)C,-2.4540578458
COC1=CC=C(CC=C)C=C1OC,-2.5520132395
NC1=CC2=CC(=CC(O)=C2C=C1)S([O-])(=O)=O,-2.6798855726
CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,-3.7219886724
C=CC1CCC=CC1,-3.3351930307
COC1=CC=C(C=C1O)C1CC(=O)C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C=C2O1,-5.0104856455
CCCCOC(=O)C1=CC=C(C(=O)OCCCC)C(=C1)C(=O)OCCCC,-4.807173711
CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(O)C=C1,-4.8285219564
CO[Si](CCCOC(=O)C=C)(OC)OC,-4.6063887787
CCCCCCCCCCCO,-4.4804406676
O[B]O,-2.3407335191
CC1(C)C2CCC1(C)C(C2)OC(=O)C=C,-4.5830924552
CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-4.5985985087
CCC=CCCOC(=O)C1=CC=CC=C1O,-4.6439814041
CC1=CC(C)=CC(C)=C1,-3.382657059
CC1=CC=C(C=C1Cl)[N+]([O-])=O,-3.5442781768
CCC[NH+](CCC)CCC,-2.4722202552000003
O=C(NCCCCCCNC(=O)N1CCCCCC1=O)N1CCCCCC1=O,-3.9064006561
CC(C)CCOC(=O)CC(C)C,-3.5540595352999995
CCCCCC(CO)CCC,-3.5181985232
NC1=CC=C(CCC2=CC=C(N)C=C2)C=C1,-3.6457005741
COC(=O)C1=CC=CN=C1,-0.4595508588
NC1=CC=CC2=CC=C(C=C12)S([O-])(=O)=O,-1.6822793230000002
FC(F)C(F)(F)F,-1.4164957907
OC1=C(I)C=C(Cl)C2=CC=CN=C12,-1.8222562261
CC(C)(O)CCC1=CC=CC=C1,-1.5556396769999998
CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-2.5992568252
CC(=O)C1=CC2=CC=CC=C2O1,-2.5484883965000003
NC1=CC(=CC(Cl)=C1[O-])[N+]([O-])=O,-2.6990298363
OC1(CCCCC1)C(=O)C1=CC=CC=C1,-2.6647801935
[NH3+]NCC1=CC=CC=C1,-1.6467890106
CCOC1=NC2=CC=CC(C([O-])=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,-6.4977813968
CC1(CN2C=CN=N2)C(N2C(CC2=O)S1(=O)=O)C([O-])=O,-1.8384616763
CN(C=O)C1=CC=CC=C1,-1.4947809467
NC1=CC=C(C=C1S([O-])(=O)=O)S([O-])(=O)=O,-1.7700930025
COC1=CC=C(C=C1[N+]([O-])=O)C([O-])=O,-2.6613195143
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,-2.8204596094
CC(C)(C)C(=O)OCCC1=CC=CC=C1,-3.6752800895
CC(OC(C)=O)C1CCCCC1,-3.5976237668
CC(=O)CCC1=C(C)CCCC1(C)C,-3.6550445763
CCCCCCO,-1.382910122
COC(C)(C)C,-0.3235268543
NC1=CC=C(C=C1S([O-])(=O)=O)[N+]([O-])=O,-1.7677385178999998
CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,-3.7259038203
C([NH2+]CC1=CC=CC=C1)C1=CC=CC=C1,-2.6876302374
CC1=C2NN=NC2=CC=C1,-1.5169635388
NC1=CC(=CC(=C1O)S([O-])(=O)=O)[N+]([O-])=O,-1.7662055678
OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=N4)N(CCO)CCO)C(=C3)S([O-])(=O)=O)C=C2S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1,-0.4642868095
COC(=O)C1=CC=CC=C1C(=O)OC,-1.6861579246
CCCCCC1CCCC(=O)O1,-1.6290322311
CCOC(=O)CC(=O)C(F)(F)F,-1.6630244633000002
[O-][N+](=O)OCCOCCO[N+]([O-])=O,-1.6904508209
O[Si](O)(C1=CC=CC=C1)C1=CC=CC=C1,-2.7330206215
CCCCCOC(=O)CCCC,-3.6244813037
CC1=CC(=O)N(CC2=CC(CN3C(=O)C=C(C)C3=O)=CC=C2)C1=O,-3.9003349932
CCC=CCCOC(=O)C1=CC=CC=C1,-3.7048974167
COC(=O)C1=CC=C(C(=O)OC)C(N)=C1,-3.7185037648
CCCC(CC)CCCCCCC[NH3+],-3.6976259568
CC1(C)C2CCC3(C2)C11OC1CCC3(C)C,-4.6529288002
CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,-4.9450169862
CCCCC(CC)COC(=O)CS,-4.635481621399999
CCC(C)(C)C1=CC=CC=C1,-4.5007459195
CC(CCC=O)C1C(C)=CCCC1(C)C,-4.6532020914
CC1(C)C2CCC(C2)C1=C,-4.4715404278
CCCCCCCCCC(=O)OC,-4.6267485225
CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.8205954965
COC1(C)CCC23CC1C(C)(C)C2CCC3C,-4.7401771795
COC1CCCCCCCCCCC1,-4.6835903829
CC1=CC=C(N2C(=O)C3=CC=CC4=C(N)C=CC(C2=O)=C34)C(C)=C1,-4.8916555333
CC1=CC(=CC(C)=C1CC#N)C(C)(C)C,-4.7018118295
O=C1NC(=O)C2=C3C(C=CC=C13)=CC=C2,-4.6928315029
COC(=O)C1=CC=C(C)C=C1,-2.5767203524
CC1CC(C)(C)OC(CC2=CC=CC=C2)O1,-2.7446854432
NC1=CC=CC=C1N,-0.4396098786999999
O=C1[N-]S(=O)(=O)C2=CC=CC=C12,-1.6718324141
CC1=CC(=CC=C1N)S([O-])(=O)=O,-1.7295012251
O=C(N1CCCCCC1=O)C1=CC(=CC=C1)C(=O)N1CCCCCC1=O,-3.9583461947
CCCCCC(=O)OCC=C,-2.6105517594
CC(C)OC(=O)CCC(=O)OC(C)C,-1.7293168462
C[N+](C)(C)C1=CC=C2C=CC(=O)C(=NNC3=CC=C(N)C=C3)C2=C1,-1.9807853884
NC(=O)C(F)(F)F,-1.4850227408
CCC(C)(C)C1CCC(=O)CC1,-2.6568927779
CCCCCCC#CC(=O)OC,-3.6518876662
O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-2.8774727952
COC1=CC=C(OC)C(Cl)=C1,-2.6724024043
OCCOC1=CC2=CC=CC=C2C=C1,-2.7142946902
CCCCOC1=CC=CC=C1,-3.6132495633
O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,-3.937488879
CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH3+],-3.9550420009
ClC1=CC=C(Cl)C(Cl)=C1,-3.7024520783
COC,0.8843659201
COC1=CC(C=CC([O-])=O)=CC(OC)=C1OC,-2.830470194
BrCCCCBr,-2.7902167817000003
C1CCC2=CC=CC=C2C1,-3.5673681389
CCCCOC(=O)CCCCC(=O)OCCCC,-3.8681538696
CC1=CC=C(C(O)=C1)C(C)(C)C,-2.672674663
C=CC(=O)OCCCCCCOC(=O)C=C,-2.8193366955
CCCCCCCCCC(=O)N(C)C,-2.7681111795
NC1=CC=C(C=C1)N=NC1=CC=CC=C1,-3.7597030757
CC1=CC=C(O)C(=C1)C(C)(C)C,-2.6917536232
C[N+](C)(C)C1=CC=CC=C1,0.2877472964999999
CCCCC(C(=O)OCC)C(=O)OCC,-2.8164963969
CCCCCCCCCCCC1=[NH+]CCN1CCO,-3.8986556211
FC(F)(F)C1=CC=C(Cl)C=C1,-3.7276952246
OC1=CC=C(C=C1)C1=CC=C(O)C=C1,-3.7423730992
CC=COC1CCC(CC1)OC=CC,-3.9037320907
O=C1CCCCCCCCCOCCCCCO1,-3.8838494997
CCCCCCCCCCC(C)CCCCCCCC,-6.4511045339
NC(=O)N=NC(N)=O,-3.5462434596
CC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C,-3.7960463334
CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,-3.7917820609
COC1=CC=C(C=C1N)C(=O)NC1=CC=CC=C1,-3.86580004
N#CCN(CCN(CC#N)CC#N)CC#N,-2.8204043469
CC(C)(C)OOC(=O)C1=CC=CC=C1,-2.7764329492
CC(F)F,-1.3147228436
CCC(C)(O)CCCC(C)C,-2.6942897822000003
COC1=CC=C2NC(=S)NC2=C1,-2.7506819237
FC(F)(F)Br,-2.6677709688
C(OC1=CC2=CC=CC(OCC3CO3)=C2C=C1)C1CO1,-3.9191737976
CC(C)=CCCC(C)=CCOC=O,-3.7461507617
CO[SiH](CC1CCCCC1)OC,-3.0959725365
O=S(CC1=CC=CC=C1)CC1=CC=CC=C1,-2.8588087212
CC(C)(N=NC(C)(C)C#N)C#N,-2.7132509977
CCC(C)COC(=O)C=C,-2.6532064055
ClC1=NC2=CC=CC=C2S1,-2.7325883752
ClC1=CC2=NC=CC(Cl)=C2C=C1,-2.8026246384
NC1=CC=CC=C1S([O-])(=O)=O,-1.7471686412
CCC(=O)OC1C(C)CCCC1(C)C,-3.8031812605
COC(=O)C1=CC=C(C=C1)C(=O)OC,-3.796856222
CCCCCCCC1CCCC1=O,-3.7694416506
O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,-3.863274879700001
CN(C)C(=S)SC(=S)N(C)C,-2.8302990647
CC(CCO)CCC=C(C)C,-2.7067344575
CCC(=O)C(C)CC=C(C)C,-2.7010952437
CC1=CC(C)=C(N)C(=C1)S([O-])(=O)=O,-1.8195435039
S1C=CC=C1,-1.4450110492
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-2.8799222949
CCC(C)CO,-0.4681010618999999
CC(C)CCO,-0.4681010618999999
CC(=O)NC1=CC=C(C2=C1C(=O)C(=NNC1=CC=C(N=NC3=CC=C(C=C3)S([O-])(=O)=O)C3=CC=C(C=C13)S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O,-1.4612448391
S1C=NC2=CC=CC=C12,-1.6538265258000002
[O-]C(=O)C1=CC=CC(=C1)[N+]([O-])=O,-1.7459071723
CCCCCCCCO,-2.6375931207
COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,-3.9512810281
CC(C)=CCCC(C)(OC(C)=O)C=C,-3.8157769203
CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,-4.7135873776
COC1=CC=C(C=C1O)C1CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1,-5.1858488331
