SMILES,logS
ClCCCCl,-1.62
O=Cc1ccc2OCOc2c1,-1.63
ClC(Cl)=C,-1.64
O=C1[N-]S(=O)(=O)c2ccccc12,-1.64
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.64
Nc1ccc(Cl)cc1,-1.66
CCCC(C)(COC(N)=O)COC(N)=O,-1.67
CC(=O)OC1CCCCC1,-1.67
[O-]C(=O)c1cccc(c1)[N+]([O-])=O,-1.68
BrCCBr,-1.68
COc1c(Cl)ccc(Cl)c1C([O-])=O,-1.7
FC(F)(F)C(Cl)Br,-1.71
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-1.71
Oc1ccc(O)c(c1)C1(O)C=CC(=O)C=C1,-1.73
[O-]c1ccccc1[N+]([O-])=O,-1.74
ClC(Cl)C(Cl)Cl,-1.74
Cc1ccc(cc1)S(N)(=O)=O,-1.74
CCCCC(=O)OCC,-1.75
CSc1ncc2nccnc2n1,-1.76
NC(=O)c1ccccc1O,-1.76
CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,-1.76
CC=CC=CC([O-])=O,-1.77
NC(=S)Nc1ccccc1,-1.77
O=C1CSC(=S)N1,-1.77
COC(=O)c1ccc(O)cc1,-1.78
CCCOC(=O)c1cc(O)c(O)c(O)c1,-1.78
CC(=O)Nc1ccc(F)cc1,-1.78
[O-][N+](=O)c1ccccc1,-1.8
CNC(=O)Oc1cccc(C)c1,-1.8
Oc1ccccc1C([O-])=O,-1.82
CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,-1.83
CC12C3C(C([O-])=O)C45CC(=C)C(O)(C4)CCC5C3(OC1=O)C=CC2O,-1.84
CCCC(CCC)C([O-])=O,-1.86
COc1ccc2CCC34C=CC(=O)CC3(CC[NH+]4C)c2c1O,-1.87
C1CC[NH+]2CC3CC(C[NH+]4CCCCC34)C2C1,-1.89
CCCCCOC(C)=O,-1.89
CCOC(=O)C1(CC[NH+](C)CC1)c1ccccc1,-1.89
COc1ccc2COC(=O)c2c1OC,-1.89
[O-]C(=O)CCCCCCCC([O-])=O,-1.89
ClC(Br)Br,-1.9
BrC(Br)Br,-1.91
C[NH+]1C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1,-1.91
CC(=O)Nc1ccc(OC(C)=O)cc1,-1.91
CCCOC(=O)CCC,-1.92
COc1ccc(C=O)c(C([O-])=O)c1OC,-1.92
CCCCCCOC(N)=O,-1.92
CCC(=O)Nc1ccccc1,-1.92
CC(C)CCOC(C)=O,-1.92
[O-]C(=O)C1=CC(=O)NC(=O)N1,-1.93
OC(C(O)c1ccccc1)c1ccccc1,-1.93
CCc1nnc([N-]S(=O)(=O)c2ccc(N)cc2)s1,-1.94
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
COc1ccccc1[N+]([O-])=O,-1.96
[O-]C(=O)C=Cc1c[nH]cn1,-1.96
Nc1ccccc1[N+]([O-])=O,-1.96
CC(Cl)(Cl)Cl,-2.0
Cc1ccccc1S(N)(=O)=O,-2.02
CNC(=O)Oc1ccccc1OC(C)C,-2.05
CC(=O)c1ccc(cc1)S(=O)(=O)[N-]C(=O)NC1CCCCC1,-2.06
[O-]C(=O)C(=C)c1ccccc1,-2.06
Cc1ccccc1C([O-])=O,-2.06
OC1CCN2C(O)c3ccccc3[NH+]=C12,-2.07
[O-]C(=O)Cc1c[nH]c2ccccc12,-2.07
CC(=O)Nc1cccc(C)c1,-2.09
CN(C)C(=O)Oc1cc(C)nn1-c1ccccc1,-2.09
COc1cc2N3C4C5C(CC3=O)OCC=C3C[NH+]6CCC4(C6CC53)c2cc1OC,-2.09
OCc1c(Cl)cccc1Cl,-2.1
[O-]C(=O)c1ccccc1C([O-])=O,-2.11
Nc1ncnc2[nH]cnc12,-2.12
CN1CSC(=S)N(C)C1,-2.13
Cc1cccc(c1)C([O-])=O,-2.14
O=C1Nc2ccccc2C=C1,-2.14
CC(C)CNC(=O)N1CCNC1=O,-2.15
[O-]C(=O)COc1ccccc1Cl,-2.16
Oc1ccc2ncccc2c1,-2.16
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,-2.17
CCOc1ccc(NC(N)=O)cc1,-2.17
C=CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,-2.18
CCCCNC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,-2.18
ClCC(Cl)(Cl)Cl,-2.18
[O-]N=Cc1ccc(o1)[N+]([O-])=O,-2.19
Nc1cccc(c1)[N+]([O-])=O,-2.19
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21
OC(C([O-])=O)(c1ccccc1)c1ccccc1,-2.21
CC(Oc1ccccc1Cl)C([O-])=O,-2.22
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,-2.22
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23
Cc1cc(Cl)ccc1OCC([O-])=O,-2.23
CCCCc1c(C)nc(nc1O)N(C)C,-2.24
Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.24
CC(=O)Nc1ccccc1O,-2.24
O=C1NC(=S)NC=C1,-2.26
[O-][N+](=O)[C-]1C(=O)NC(=O)[N-]C1=O,-2.28
CCCCCCCC([O-])=O,-2.3
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.3
Fc1cc(F)c(F)c(F)c1,-2.31
ClC(Cl)(Cl)Cl,-2.31
CCOC(=O)c1ccccc1,-2.32
Nc1ccc(cc1)S(=O)(=O)[N-]c1ccnn1-c1ccccc1,-2.32
CCCOC(=O)c1ccc(N)cc1,-2.33
NNC(=O)Nc1ccccc1,-2.33
COC(=O)c1ccccc1O,-2.34
[O-]c1c(Cl)cc(Cl)cc1Cl,-2.34
CCC1(CCC(=O)NC1=O)c1ccccc1,-2.34
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
CCOC(=O)c1ccc(O)cc1,-2.35
CN(C)C(=O)NC1CCCCCCC1,-2.36
CSc1ncnc2nccnc12,-2.36
S=C1Nc2nccnc2C=N1,-2.36
CCOc1ccc(NC(C)=O)cc1,-2.37
ClCC(Br)CBr,-2.38
N#Cc1ccccc1C#N,-2.38
Oc1ncnc2[nH]ncc12,-2.38
CCCC(Cl)Cl,-2.4
COC(=O)c1ccc(OC)cc1,-2.41
Cc1nnc([N-]S(=O)(=O)c2ccc(N)cc2)s1,-2.41
COc1ccc(cc1)[N+]([O-])=O,-2.41
CC1=CC(=O)NC(=S)N1,-2.43
Nc1ccc(cc1)S(=O)(=O)[N-]c1nccs1,-2.43
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.43
Cc1cccc(c1)[N+]([O-])=O,-2.44
Cc1nc([N-]S(=O)(=O)c2ccc(N)cc2)oc1C,-2.44
Cc1cnc(S)nc1O,-2.45
CC(Oc1ccc(Cl)cc1Cl)C([O-])=O,-2.45
Nc1cc(Cl)cc(C([O-])=O)c1Cl,-2.47
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-2.48
[O-]C(=O)C=Cc1ccccc1,-2.48
CC(C)N(C(=O)CCl)c1ccccc1,-2.48
[O-]C(=O)COc1ccc(Cl)cc1Cl,-2.51
C[NH+](C)C1C2CC3C(O)c4c(Cl)ccc(O)c4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-],-2.52
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.52
COc1cc(Cl)c(Cl)cc1O,-2.53
Fc1ccc(CCl)cc1,-2.54
Oc1cccc2ncccc12,-2.54
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.54
CC(Oc1ccc(Cl)cc1C)C([O-])=O,-2.55
CC1=C(CCCO1)C(=O)Nc1ccccc1,-2.56
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.57
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.58
[O-]C(=O)c1cccc(Cl)c1,-2.59
C(N(Cc1ccccc1)c1ccccc1)C1=[NH+]CCN1,-2.6
ClC(Cl)C(Cl)(Cl)Cl,-2.6
COc1ccc(cc1)C(O)(C1CC1)c1cncnc1,-2.6
[O-]C(=O)CN1C(=O)Sc2cccc(Cl)c12,-2.61
Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,-2.62
CCCCCCCOC(N)=O,-2.62
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,-2.62
[O-][N+](=O)OC1COC2C(COC12)O[N+]([O-])=O,-2.63
CCC(=O)c1ccc(N)cc1,-2.63
C[NH+](C)CCN(Cc1ccccc1)c1ccccn1,-2.64
C[NH+](C)CCN(Cc1cccs1)c1ccccn1,-2.64
[O-]C(=O)Cc1cccc2ccccc12,-2.65
CC(C)N1C(=O)c2ccccc2[N-]S1(=O)=O,-2.68
c1cnc2c(c1)ccc1ncccc21,-2.68
CC(=O)Nc1ccc(cc1)[N+]([O-])=O,-2.69
CC(Cl)C(C)(C)Cl,-2.69
CC(Cl)C(C)Cl,-2.7
Nc1ccc(cc1)-c1ccc(N)cc1,-2.7
[NH3+]CCCCCCCCCCC([O-])=O,-2.7
CCCCCCC(=O)OCC,-2.71
CCOc1ccc(cc1)C(=O)OCC[NH+](CC)CC,-2.71
CCCCOC(=O)c1ccc(O)cc1,-2.72
[O-]C(=O)c1ccccc1I,-2.73
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,-2.73
CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,-2.74
CCCCCCCCC([O-])=O,-2.75
Nc1c(Cl)c(Cl)nc(C([O-])=O)c1Cl,-2.75
COc1ccc2nccc(C(O)C3CC4CC[NH+]3CC4C=C)c2c1,-2.76
S=C1NC=Nc2nccnc12,-2.77
Cc1cc(O)cc(C)c1Cl,-2.8
[O-][N+](=O)c1nccn1CC(=O)NCc1ccccc1,-2.81
CN1C(=O)ON(C1=O)c1ccc(Cl)c(Cl)c1,-2.82
CCC1C2CC3C4N(C)c5ccccc5C44CC(C2C4O)N3C1O,-2.82
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,-2.82
CC(=O)Nc1ccc(Cl)cc1,-2.84
Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1,-2.85
[NH3+]C(Cc1cc(I)c(O)c(I)c1)C([O-])=O,-2.86
CC1C2C(O)C3C([NH+](C)C)C([O-])=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)c2c(O)cccc12,-2.87
NC1=C(Cl)C(=O)N(N=C1)c1ccccc1,-2.87
C[NH+](C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)c1c(O)ccc(Cl)c1C3(C)O,-2.88
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,-2.91
Oc1cccc2c(O)cccc12,-2.92
NC(=O)c1ccccc1C(N)=O,-2.92
COc1cc(O)c2C(=O)c3cc(O)ccc3Oc2c1,-2.93
COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1,-2.96
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98
CCOC(=O)C=Cc1ccccc1,-3.0
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,-3.0
[O-]C(=O)CCl,0.93
CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.01
CCCCc1c(C)nc(NCC)nc1O,-3.02
CC(C)Cc1ccc(cc1)C(C)C(=O)NO,-3.04
NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O,-3.05
OC(C1CC2CC[NH+]1CC2C=C)c1ccnc2ccccc12,-3.07
OC1=C(Oc2cc([O-])cc(O)c2C1=O)c1ccc(O)cc1O,-3.08
CC1C2CCC3(C)C=CC(=O)C(C)=C3C2OC1=O,-3.09
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.11
C[NH+](C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)c1c(O)cccc1C3(C)O,-3.12
FC(F)(Cl)C(F)(F)Cl,-3.12
C=CCOC(=O)c1ccccc1C(=O)OCC=C,-3.13
Fc1ccc(I)cc1,-3.13
C[NH+](C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)c1c(O)cccc1C3(C)O,-3.14
BrC(Br)(Br)Br,-3.14
COc1ccc2C(OC(=O)c2c1OC)C1[NH+](C)CCc2cc3OCOc3c(OC)c12,-3.14
CC1=C(SCCO1)C(=O)Nc1ccccc1,-3.14
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
O=C(Nc1ccccc1)Nc1ccccc1,-3.15
Oc1ccccc1C(=O)Oc1ccccc1,-3.15
CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3.18
Sc1nc2ccccc2s1,-3.18
Clc1cccc(Br)c1,-3.21
[O-]C(=O)C(c1ccccc1)c1ccccc1,-3.22
IC=CI,-3.22
Nc1ccc(Cl)c(Cl)c1,-3.24
CC(=O)Nc1cc([N-]S(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
CC(=O)Nc1ccc(I)cc1,-3.25
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3.26
CCCCCOC(=O)c1ccc(N)cc1,-3.26
COC(=O)c1cc(Cl)cc(N)c1Cl,-3.26
CCCCC[NH2+]CCOC(=O)c1ccc(N)cc1,-3.27
[O-]C(=O)c1cccc(I)c1,-3.27
COc1ccc([N-]S(=O)(=O)c2ccc(N)cc2)nn1,-3.28
CNC(=O)Oc1cccc2ccccc12,-3.28
Cc1occc1C(=O)Nc1ccccc1,-3.3
Oc1c(I)cc(I)cc1C([O-])=O,-3.31
[O-]C(=O)c1ccc(Cl)cc1,-3.31
O=C1CC2OCC=C3C[NH+]4CCC56C4CC3C2C5N1c1ccccc61,-3.32
[O-]c1c(Br)cc(cc1Br)C#N,-3.33
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36
CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.37
CCN1C=C(C([O-])=O)C(=O)c2ccc(C)nc12,-3.37
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37
CCCCCCCC(=O)OC,-3.39
CCN(CC)C(=S)SCC(Cl)=C,-3.39
CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,-3.39
C[NH+](C)CCC=C1c2ccccc2COc2ccccc12,-3.4
[O-]C(=O)CCCCCCCCC=C,-3.4
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-3.43
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
CCCCCCCCCC([O-])=O,-3.44
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48
CCCCOC(=O)c1ccccc1,-3.48
Brc1ccccc1Br,-3.5
Nc1ccc(cc1)S(=O)(=O)[N-]c1ncccn1,-3.51
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.52
[O-][N+](=O)c1cccc2ccccc12,-3.54
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59
NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,-3.59
Clc1ccc(Cl)c(Cl)c1,-3.59
Oc1ccccc1C(=O)Nc1ccccc1,-3.59
OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,-3.6
[O-]c1c(I)cc(cc1I)C#N,-3.61
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61
Clc1ccc(Br)cc1,-3.63
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64
CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.64
C[NH2+]CCCN1c2ccccc2CCc2ccccc12,-3.66
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
[O-]C(=O)CCCOc1ccc(Cl)cc1Cl,-3.67
Cc1cc2N=C3C(=O)[N-]C(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-3.68
Cc1ccc(cc1)S(=O)(=O)[N-]C(=O)NN1CCCCCC1,-3.68
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.69
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.69
CC(C([O-])=O)c1cccc(c1)C(=O)c1ccccc1,-3.7
OCCN(CCO)c1ccccc1,-0.73
Nc1ccc(cc1)S(=O)(=O)[N-]c1cnccn1,-3.7
CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,-3.71
CCCC[C-]1C(=O)N(N(C1=O)c1ccc(O)cc1)c1ccccc1,-3.73
O=NN(c1ccccc1)c1ccccc1,-3.75
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77
CCOc1ccc2nc(sc2c1)S(N)(=O)=O,-3.81
COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,-2.86
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
CCNc1nc(NC(C)C)nc(SC)n1,-3.04
CCCCNC(=O)[N-]S(=O)(=O)c1ccccc1,-3.05
Clc1ccccc1Cl,-3.05
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42
CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(N)(=O)=O,-3.78
Cc1cccc(C)c1NC(=O)c1cc(c(Cl)cc1[O-])S(N)(=O)=O,-3.79
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)[N+]([O-])=O,-3.8
Nc1ccccc1Cl,-1.52
CC1=CNC(=O)NC1=O,-1.52
ClC(Cl)Br,-1.54
NS(=O)(=O)c1ccccc1,-1.56
NC(=O)NC1NC(=O)NC1=O,-1.6
[NH3+]C(Cc1ccc(O)c(O)c1)C([O-])=O,-1.6
CC(=O)c1ccc(N)cc1,-1.61
CC(=O)CC(=O)C(C)(C)C,-1.63
COC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,-1.66
COC(=O)c1ccccc1C(=O)OC,-1.66
[O-]C(=O)CNC(=O)c1ccccc1,-1.68
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83
OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,-1.84
COC(=O)c1ccccc1,-1.85
ClCCCBr,-1.85
O=C1Oc2ccccc2C=C1,-1.89
[O-]C(=O)c1ccccc1Cl,-1.89
CC(=O)Nc1ccccc1[N+]([O-])=O,-1.91
ClCC(Cl)CCl,-1.92
Nc1[nH+]cnc2n(ccc12)C1OC(CO)C(O)C1O,-1.95
Cc1nc2ccccc2[nH]1,-1.96
COc1ccccc1O,-1.96
ClC=C(Cl)Cl,-1.96
Fc1ccc(F)cc1,-1.97
NC(=[NH2+])NS(=O)(=O)c1ccc(N)cc1,-1.99
CCCCCC(=O)OC,-2.0
Fc1cccc(F)c1,-2.0
COc1cc(ccc1O)C([O-])=O,-2.05
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06
Cc1cccc2sc3nncn3c12,-2.07
BrCCCBr,-2.08
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08
CCSCc1ccccc1OC(=O)NC,-2.09
COCCOc1c(OC)cc(Cc2c[nH+]c(N)nc2N)cc1OC,-2.1
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,-2.11
CCCC1=CC(=O)NC(=S)N1,-2.15
CC(Br)CBr,-2.15
c1n[nH]c2ccccc12,-2.16
[O-]c1cc(Cl)c(Cl)cc1Cl,-2.21
OC1(C(=O)NC(=O)[N-]C1=O)C1(O)C(=O)NC(=O)[N-]C1=O,-1.99
O=C(NC(=O)c1ccccc1)c1ccccc1,-2.27
Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1,-2.27
[O-]C(=O)c1ccccc1-c1ccccc1C([O-])=O,-2.28
[O-]C(=O)COc1ccc(Cl)cc1,-2.29
O=C1NC=Nc2nc[nH]c12,-2.29
Nc1ccc(Cc2ccc(N)cc2)cc1,-2.3
CCCCCC(=O)OCC,-2.31
Cc1ccccc1[N+]([O-])=O,-2.33
CNC(=O)Oc1cccc(c1)[NH+]=CN(C)C,-2.34
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CC(=O)[N-]c1nnc(s1)S(N)(=O)=O,-2.36
Nc1ccc(cc1)[N+]([O-])=O,-2.37
Fc1cc(F)c(F)cc1F,-2.38
COc1c2C(=O)C=C(C)Oc2c(OC)c2occc12,-2.4
Oc1cccc2cccnc12,-2.42
CCCCCCOC(C)=O,-2.46
Cc1ccc(cc1)[N+]([O-])=O,-2.49
ClC(Cl)=C(Cl)Cl,-2.54
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
CCC([NH3+])Cc1c[nH]c2ccccc12,-2.57
[NH3+]C(Cc1ccc(O)cc1)C([O-])=O,-2.57
CCCCCCc1ccc(O)cc1O,-2.59
CC1(C)N(Cl)C(=O)N(Cl)C1=O,-2.6
Cc1ccc(cc1)C([O-])=O,-2.6
O=C1NC(=O)c2ccccc12,-2.61
CCC1C[NH+]2CCC1CC2C(O)c1ccnc2ccccc12,-2.63
CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1,-2.64
CCC1(C(=O)NCNC1=O)c1ccccc1,-2.64
CCCOC(=O)c1ccccc1,-2.67
NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,-2.68
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
OC1=CC2=C3c4ccc(O)c(O)c4OCC3(O)CC2=CC1=O,-2.7
Nc1ccc(cc1)S(=O)(=O)[N-]c1ccccn1,-2.7
S=C1Nc2ncncc2N=C1,-2.71
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-2.78
[O-]C(=O)c1ccc(cc1)[N+]([O-])=O,-2.8
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.82
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-2.82
OC(C(=O)c1ccccc1)c1ccccc1,-2.85
CN(C)C=[NH+]c1ccc(Cl)cc1C,-2.86
CNc1ccccc1C([O-])=O,-2.88
N(Nc1ccccc1)c1ccccc1,-2.92
[O-]C(=O)COc1cc(Cl)c(Cl)cc1Cl,-2.96
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,-2.97
CCN1C=C(C([O-])=O)C(=O)c2cnc(nc12)N1CC[NH2+]CC1,-2.98
CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,-2.99
CCCNC(=O)[N-]S(=O)(=O)c1ccc(Cl)cc1,-3.03
CC1=CC(=O)c2ccccc2C1=O,-3.03
FC(F)(Cl)C(F)(Cl)Cl,-3.04
Clc1cccc(Cl)c1,-3.04
CC(=O)Nc1ccc(Br)cc1,-3.08
[O-]C(=O)Cc1c(Cl)ccc(Cl)c1Cl,-3.08
NC1=C(Br)C(=O)N(N=C1)c1ccccc1,-3.12
CC(C)CCOC(=O)c1ccccc1O,-3.16
Clc1ccccc1Br,-3.19
CC1OC(OC2CC3OC(O)(CC(O)C3C([O-])=O)CC(O)CC3OC3C=CC(=O)OC(C)CC=CC=CC=CC=C2)C(O)C([NH3+])C1O,-3.21
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,-3.21
[O-][N+](=O)c1cnc(s1)N1CCNC1=O,-3.22
Clc1ccc(Cl)cc1,-3.27
CC(=O)CC[C-]1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,-3.27
C[NH+]1CCC23C4Oc5c2c(CC1C3C=CC4O)ccc5O,-3.28
CCC1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O,-3.29
CCCCCCCCOC(N)=O,-3.3
CCCCN(CC)C(=O)SCCC,-3.35
CCC(C)c1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,-3.38
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
CCCCCCCC(=O)OCC,-3.39
CCSC(=O)N(CC)C1CCCCC1,-3.4
O=C(C=CC=Cc1ccc2OCOc2c1)N1CCCCC1,-3.46
Ic1[nH]c(I)c(I)c1I,-3.46
Brc1cccc(Br)c1,-3.54
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.54
CCCCCCCCCCC([O-])=O,-3.55
CC12CC(O)C3C(CCC4CC(O)CCC34C)C1CCC2=O,-3.59
Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccc(O)c(O)c1,-3.62
COc1c2OC(=O)C=Cc2cc2ccoc12,-3.66
CCOC(=O)C(C1=C([O-])c2ccccc2OC1=O)C1=C([O-])c2ccccc2OC1=O,-3.66
NS(=O)(=O)c1cc(C([O-])=O)c(NCc2ccco2)cc1Cl,-3.66
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
