SMILES,logS
Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,-4.727105502960408
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,-4.484345093543784
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,-3.878136939580378
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,-4.495443415572922
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,-5.068051690989082
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,-4.946200141806814
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,-3.683848471026228
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,-4.216224054307009
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,-4.118216183971753
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,-3.955892946545691
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,-3.889983477896504
CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,-4.736740468786873
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,-4.284710785279618
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,-3.790907596914423
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-4.849827570899824
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,-3.843260470366625
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,-3.846176770375174
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,-4.1016504105611595
O=C1CCC(=O)N1Cc1nc(C23CC4CC(CC(C4)C2)C3)cs1,-3.888173579943721
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,-5.009565730865143
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,-5.116285253731152
O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CC3)n2n1)c1cccnc1,-5.517693629388876
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,-3.940649131454421
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,-3.8289529921052314
C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21,-3.9166438944490074
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,-3.837609885063161
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,-4.159468561696299
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,-5.138381395121696
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,-5.0470164889781
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,-3.9353558360276875
N#CN1CCC[C@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,-4.086813738983419
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,-3.9931700253889613
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,-4.766178343084826
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,-3.7511575220886826
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,-4.948967238468262
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,-4.468544763079077
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1,-4.3355988110825905
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,-3.7871352513832646
Cc1ccccc1-c1nc(Cn2ccnc2C(C)C)c(C)o1,-3.780105204811307
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,-4.173077450127123
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,-3.5988298160841126
CCn1ncnc1-c1[nH]cnc1-c1ccccc1,-4.016616092018806
Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,-4.121527603020804
Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,-3.91319183212957
Cc1cc(CN(C)Cc2cscn2)no1,-3.8917660419595235
Cc1occc1C(=O)NCC(=O)Nc1nc2cc(Cl)ccc2n1C,-4.105477624020364
CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,-3.7708556111081255
c1ccc(-c2noc(NC3CC3)n2)cc1,-3.851904132990273
Cc1nn(C)c2sc(C(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)cc12,-3.7160905570651597
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,-3.7329226578858328
O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1,-3.798804850101324
COc1cc(OC)cc(-c2nnc(SCC(=O)Nc3cccc(C(=O)O)c3)s2)c1,-4.043911160641053
O=C(CSc1nccn1C1CC1)Nc1c(Cl)cc(Cl)cc1C(=O)O,-5.201273462157424
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,-3.9472057044912545
COc1ccc(CCC(=O)N2CCCNCC2)cc1,-3.8662178187093015
Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,-3.74306712127257
O=C(CSc1nc2nc(O)cc(O)c2s1)c1ccc(-c2ccccc2)cc1,-4.750923646723447
C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,-3.9349365733200607
CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,-3.812347869528682
O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,-3.8916752281181974
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,-3.9069320543780335
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,-3.9149265127497594
COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,-3.6573561099817042
CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,-3.815647132109038
CCCCNC(=O)c1cccc2ncccc12,-3.891184336899396
COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,-3.8657710684209854
Cc1ccc(C(=O)N2CCN(C(=O)NCC(=O)N3CCCC3)CC2)cc1F,-3.696935015139659
COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,-3.867460133090273
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,-3.805659816615281
CC(C)CNc1nnc(SCc2ccncc2)s1,-3.767023470418025
COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1,-3.9187341309992134
Cc1nn(-c2ccc(C(=O)O)cc2C#Cc2ccccc2)c(C)c1C,-3.8525985774542204
Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,-3.7724351048912292
CCc1nc2ccccc2n1CC(=O)N1CCNC(=O)C1,-3.752723920011568
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,-3.787877617232554
CCN(C/C=C/c1ccc(F)cc1)Cc1nc(COC)no1,-3.980059555163538
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,-3.747225067690669
O=C(NC[C@@H]1CCN(c2ccccc2)C1)N1CCc2ccccc2C1,-4.450082129872299
CC1CCN(CCNC(=O)c2ccncc2)CC1,-3.859398767158693
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,-3.8234425730100927
CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,-3.867427998705797
Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,-4.053478483127726
O=C(c1cc2ccccc2[nH]1)N1C[C@@H](O)[C@H](N2CCOCC2)C1,-3.839954917370362
CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,-4.204892471271804
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,-4.300746059132085
O=C(CCOc1ccccc1)N1CCCC1,-3.7510573436496624
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,-3.948289258426314
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,-4.95178062336826
CC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)F)c1,-3.8030016411847747
COc1ccc(CN2CCC(c3nc(C(C)C)no3)CC2)c(F)c1,-3.849677273756712
Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,-3.961212892169322
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,-3.7296807319828544
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,-3.887925515416433
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N(C)Cc3ccccc3)CC2)cn1,-3.9819355557460825
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,-4.318437354784854
Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,-3.6840754028745586
NCc1cccc(C(=O)N2CCCC2)c1,-3.905377250092936
Cc1ncsc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,-3.8002380307131474
Cc1ccccc1CNC(=O)c1ccc(-n2ccnc2)nc1,-3.826504344776542
O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1,-3.9058902947354874
CNC(=O)c1ccc(N2CCCC2)nc1,-3.771976965389733
Cc1cc(C)nc(N(C)CC(=O)NC2CC2)n1,-3.826952422310171
Cc1cc(C(=O)Nc2cccc3ncccc23)on1,-3.7467995383513837
CN(c1ncnc2c1cnn2CCO)C1CCCCC1,-3.7895870211857465
NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,-4.00002839730015
CN1CCN(c2ccc(NC(=O)c3ccccc3Cl)nc2)CC1,-3.8591044285268024
Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,-4.129809755598565
Clc1cccc(CNc2nc(C3CC3)no2)c1,-3.9307009096129106
Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,-4.5279650854232685
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,-4.053675493404133
COc1nc(C)nc(N(C)Cc2nccs2)c1C,-3.94840705119861
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,-4.099961174663559
CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,-3.9494298937216423
CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,-4.356467972474711
COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,-3.615583727992046
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-4.021649265185874
CNC(=O)c1ccc(N(C)C2CCC2)nn1,-3.66838157951135
CC#CCNc1ccc(-n2cnnn2)c(C)c1,-4.068742292863208
Nc1nc2ccccc2nc1N1CCCC1,-3.8560210883051096
CCn1c(=O)n(CC)c2cc(N)ccc21,-3.7382751723897334
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,-3.723710772807191
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,-3.7060788546111225
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,-4.337398699381663
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,-4.309200892455348
Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,-4.18382354394491
O=C(CN1CCCN(c2nccs2)CC1)Nc1cccc(Cl)c1,-3.975193607642496
COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,-3.81298323866633
CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,-5.20188022366054
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,-4.44520084968353
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,-4.696278707713523
O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,-3.746920147731295
Cc1noc(C)c1C(=O)N1CCCN(c2ccc(F)cc2)CC1,-3.756482869271804
COCC1CCN(c2noc(-c3cccs3)n2)CC1,-4.3365934479814365
NC(=O)COc1ccccc1-c1ccccc1,-3.7653527853121966
Cc1nc(C)c(C)c(NCc2cc(-c3ccc(F)cc3)no2)n1,-3.92107095645366
Cc1cccn(Cc2cccc(F)c2)c1=O,-3.9594574085172463
C[C@@H](C(=O)N1CCCC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,-3.9255277430676143
Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,-5.132482075221431
Cc1ccc(-c2cn(CC3CCN(Cc4c[nH]c(C)n4)CC3)nn2)cc1,-4.146710839573516
Clc1ccc2c(Oc3cccnc3)ncnc2c1,-3.812618511811635
CC(C)(C)c1csc(NC(=O)C2CC2)n1,-3.8849080523768342
Cc1ccc(C(=O)Nc2ncccc2C)s1,-3.7885723658744124
CC(C)(C)C(=O)N1CCN(C(=O)CCN2CCOC2=O)CC1,-3.6960259627792547
COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1,-4.16595983599949
O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,-3.930931961275552
O=C(Cn1c(=O)c2cccn2c2ccccc21)NCCCN1CCCC1,-3.8288302280617765
O=C(CCCc1nnc(-c2ccccc2)o1)Nc1cccc2ccccc12,-5.435899048827675
CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,-4.164986352629131
Cc1nc(C2(NCc3cccc(C#N)c3)CCCC2)no1,-3.7728114246214464
CN(CCC1CCCCC1)C(=O)c1ccon1,-3.5288898691756367
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,-3.8266913701664245
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,-3.8818648208430897
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,-4.018115270609917
O=C(O)c1ccc(N2CCCC2)c(F)c1,-3.88475883175962
Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,-4.362644787478109
Cc1cc(NC(=O)C2CCOCC2)sn1,-3.602868685059997
O=C(CC1CCNCC1)NCCc1ccccc1F,-3.6550878363684665
N#Cc1ccc(-c2csc(CCN3CCCC3=O)n2)cc1,-4.0743350713042465
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,-3.81012056349152
CON(C)C(=O)c1cc(C)ccc1NS(C)(=O)=O,-3.9127753120670437
C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,-3.7633267333451537
Cc1ccc(Cn2nccc2NC(=O)c2ccncc2)o1,-3.9247641523666252
NC(=O)Cn1cc(-c2ccc(F)cc2)cn1,-3.894185726319437
CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,-3.9042654921607407
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,-4.222288118150011
CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,-3.301285726181784
N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,-3.7467494879866696
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,-4.783000088058199
COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,-3.9231333855168553
CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,-5.4069357239382505
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,-3.836171609010942
N#CCCN(c1ncnc2sccc12)C1CC1,-3.787863096372164
Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,-3.8014109195472776
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,-4.063938365597734
CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,-4.836666147313681
COc1cccc(C(=O)C[n+]2cc(-c3ccc(F)cc3)n(C)c2N)c1,-3.6619674821194614
COc1ccc(Cc2ncnn2-c2ccc3c(c2)OCO3)c(OC)c1,-3.987574898308956
O=c1[nH]nc(CCCN2CCOCC2)n1-c1cccc(Cl)c1,-3.902546779424596
Nc1cncc(-c2ccc(CN3CCCCC3)cc2)c1,-4.012817733866334
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,-3.916036697834192
COc1cccc2c1OC(C)(C)[C@@H]1C[C@H]3CNCC[C@H]3O[C@@H]21,-3.754233265292178
CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,-3.8600115137125384
CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,-3.881837614939947
CCn1nc(C2CCCC2)nc1-c1ccncc1,-3.9530362496040654
O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,-3.8476971295357587
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,-3.7745917300056924
CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,-3.879761609560238
COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,-3.962431917791906
CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,-3.7616508907696415
Cc1nc(NCc2scnc2C)n(C)n1,-3.9065754914247686
CCn1cc(C2CCN(Cc3ccc(C#N)cc3)CC2)cn1,-3.8359775880255613
CCCn1nccc1NC(=O)c1c(C)noc1C,-3.8966416778616035
CCc1cc2c(N(C)CCO)ncnc2s1,-3.7639443413809763
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,-3.6412334123162995
Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,-3.7486595183414546
CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,-3.7741482107531588
CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,-3.7990806913404542
Cc1ccc(CNC/C=C/c2ccccc2)cn1,-3.9129946308894588
CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,-4.087578649718144
CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,-4.608629384308406
CCCNC(=O)C1(Cc2ccccn2)CCOCC1,-3.4881407067093013
CC1(c2ccn[nH]2)CCN(Cc2ccco2)CC1,-4.067938093795278
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N3CCOCC3)CC2)cn1,-3.869386820556612
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,-5.2304152203951535
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-4.064141914275573
Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,-4.744234364020804
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,-5.1778153133369935
CCc1ccc(NC(=O)C2CCN(c3ccc4nncn4n3)CC2)cc1,-5.483898481347712
CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,-5.615228656083087
O=C(NCc1ccc(-n2cncn2)nc1)c1csc2c1CCCC2,-4.80646667717158
Cc1sc2ncnc(OCC(=O)NC3CCCCC3)c2c1C,-4.2678384404787995
