SMILES,logS
CN(C(=O)N(C)C1=CC=CC=C1)C1=CC=CC=C1,-3.4975575811
O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505
NC1=CC(Cl)=C(Cl)C=C1Cl,-3.4359504856
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,-3.506108364
CC(C)C1=CC=CC(=C1)C(C)CC=O,-3.6773468456
CC12CCCC(C)(C)C3C(CCC13)C2=C,-4.412762427200001
OC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,-4.4891053349000005
N#CC(=C1CCCCC1)C1=CC=CC=C1,-4.4200239973
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,-4.4694622333
COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC1=CC=C(C=C1)C(N)=O,-4.6536052692
CCCCCCCCCCCCCCCCCC[NH+](C)C,-4.6786900339
CC(C)C1=CC=C(C=C1)C(C)CC=O,-3.4598629014
CCCCC(CC)C(=O)OCC,-3.423291255
CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH2+]CCC[NH2+]CCCN,-3.8360757577
CC(C)CCCC(C)CCO,-3.3932597866000003
CCCCCC(O)C(C)=CCC,-3.4318638977
CCCCCCCCCC([O-])=O,-3.4452161366000005
CC1(C)C2CC1C(CCC=O)=CC2,-3.4657606101
BrC1=CC=C(Br)C(C=C)=C1,-4.5787304077
CC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O,-4.6234419541000005
COC(=O)C1=NC(Cl)=C(Cl)N=C1N,-4.5348386091
CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.5442204359
CCCCCCCCCOC(C)=O,-4.4708606495
OC1=CC=CC=C1C(=O)OC1CCCCC1,-4.5540762927
CCC=CCCOC(=O)CC=CCC,-4.5097094839
CCC12CCC3C(CCC4=C3CC=C(C4)OC)C1CCC2O,-4.7025138257
COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,-4.5802538276
CC1CCC2C(C)(C)C3CC12CC(C(C)=O)=C3C,-4.6134788776
CCCCCCC1CCCC1=O,-3.4515155376
NC1=C(Cl)C=C(C=C1Cl)C(F)(F)F,-3.591642752
C[NH2+]CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,-3.6576170412
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2O,-3.7003596507
ClCCCCCCCl,-3.4346473299
CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC=C(Cl)C(=C1)C(=O)OC(C)(C)C(=O)OCC=C,-4.676528089
CNS(=O)(=O)C1=CC(OC)=C(N)C=C1OC,-3.6510805625
CC(=O)CC(C)(C)C1CCCCC1,-3.5481536429
CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O,-3.7219886724
C=CC1CCC=CC1,-3.3351930307
CCCCOC(=O)C1=CC=C(C(=O)OCCCC)C(=C1)C(=O)OCCCC,-4.807173711
CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(O)C=C1,-4.8285219564
CO[Si](CCCOC(=O)C=C)(OC)OC,-4.6063887787
CCCCCCCCCCCO,-4.4804406676
CC1(C)C2CCC1(C)C(C2)OC(=O)C=C,-4.5830924552
CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-4.5985985087
CCC=CCCOC(=O)C1=CC=CC=C1O,-4.6439814041
CC1=CC(C)=CC(C)=C1,-3.382657059
CC1=CC=C(C=C1Cl)[N+]([O-])=O,-3.5442781768
O=C(NCCCCCCNC(=O)N1CCCCCC1=O)N1CCCCCC1=O,-3.9064006561
CC(C)CCOC(=O)CC(C)C,-3.5540595352999995
CCCCCC(CO)CCC,-3.5181985232
NC1=CC=C(CCC2=CC=C(N)C=C2)C=C1,-3.6457005741
CCOC1=NC2=CC=CC(C([O-])=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,-6.4977813968
CC(C)(C)C(=O)OCCC1=CC=CC=C1,-3.6752800895
CC(OC(C)=O)C1CCCCC1,-3.5976237668
CC(=O)CCC1=C(C)CCCC1(C)C,-3.6550445763
CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,-3.7259038203
CCCCCOC(=O)CCCC,-3.6244813037
CC1=CC(=O)N(CC2=CC(CN3C(=O)C=C(C)C3=O)=CC=C2)C1=O,-3.9003349932
CCC=CCCOC(=O)C1=CC=CC=C1,-3.7048974167
COC(=O)C1=CC=C(C(=O)OC)C(N)=C1,-3.7185037648
CCCC(CC)CCCCCCC[NH3+],-3.6976259568
CC1(C)C2CCC3(C2)C11OC1CCC3(C)C,-4.6529288002
CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,-4.9450169862
CCCCC(CC)COC(=O)CS,-4.635481621399999
CCC(C)(C)C1=CC=CC=C1,-4.5007459195
CC(CCC=O)C1C(C)=CCCC1(C)C,-4.6532020914
CC1(C)C2CCC(C2)C1=C,-4.4715404278
CCCCCCCCCC(=O)OC,-4.6267485225
CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.8205954965
COC1(C)CCC23CC1C(C)(C)C2CCC3C,-4.7401771795
COC1CCCCCCCCCCC1,-4.6835903829
CC1=CC=C(N2C(=O)C3=CC=CC4=C(N)C=CC(C2=O)=C34)C(C)=C1,-4.8916555333
CC1=CC(=CC(C)=C1CC#N)C(C)(C)C,-4.7018118295
O=C1NC(=O)C2=C3C(C=CC=C13)=CC=C2,-4.6928315029
O=C(N1CCCCCC1=O)C1=CC(=CC=C1)C(=O)N1CCCCCC1=O,-3.9583461947
CCCCCCC#CC(=O)OC,-3.6518876662
CCCCOC1=CC=CC=C1,-3.6132495633
O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,-3.937488879
CCCCCCCCC=CCCCCCCCC[NH2+]CCC[NH3+],-3.9550420009
ClC1=CC=C(Cl)C(Cl)=C1,-3.7024520783
C1CCC2=CC=CC=C2C1,-3.5673681389
CCCCOC(=O)CCCCC(=O)OCCCC,-3.8681538696
NC1=CC=C(C=C1)N=NC1=CC=CC=C1,-3.7597030757
CCCCCCCCCCCC1=[NH+]CCN1CCO,-3.8986556211
FC(F)(F)C1=CC=C(Cl)C=C1,-3.7276952246
OC1=CC=C(C=C1)C1=CC=C(O)C=C1,-3.7423730992
CC=COC1CCC(CC1)OC=CC,-3.9037320907
O=C1CCCCCCCCCOCCCCCO1,-3.8838494997
CCCCCCCCCCC(C)CCCCCCCC,-6.4511045339
NC(=O)N=NC(N)=O,-3.5462434596
CC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C,-3.7960463334
CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,-3.7917820609
COC1=CC=C(C=C1N)C(=O)NC1=CC=CC=C1,-3.86580004
C(OC1=CC2=CC=CC(OCC3CO3)=C2C=C1)C1CO1,-3.9191737976
CC(C)=CCCC(C)=CCOC=O,-3.7461507617
CO[SiH](CC1CCCCC1)OC,-3.0959725365
CCC(=O)OC1C(C)CCCC1(C)C,-3.8031812605
COC(=O)C1=CC=C(C=C1)C(=O)OC,-3.796856222
CCCCCCCC1CCCC1=O,-3.7694416506
O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,-3.863274879700001
COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,-3.9512810281
CC(C)=CCCC(C)(OC(C)=O)C=C,-3.8157769203
CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,-4.7135873776
CCCCC(CC)COC(C)=O,-4.6451400046
CCCCCCCCC(C)C#N,-4.6324209502
ClCCC1=CC2=C(NC(=O)C2)C=C1Cl,-4.7775740697
CC(C1=CC=CC=C1)C1=CC=CC=C1,-4.6925039386
CC1=CC=CC=C1CC1=CC=CC=C1,-4.6925039386
[O-]C(=O)C1=CC(NC2=CC=CC=C2)=C(C=C1NC1=CC=CC=C1)C([O-])=O,-4.9857232877
O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,-4.8207960263
O=C1NC(=NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,-5.4935852535
CC1=CC(C)=C(C(=O)P(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1,-5.010576791
CCOC(=O)C1C(C=C(C)C)C1(C)C,-4.7652682741
NC(=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-4.9367254155
CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C,-4.8708662082
CC1=CC=C(NC2=CC(C([O-])=O)=C([NH2+]C3=CC=C(C)C=C3)C=C2C([O-])=O)C=C1,-5.0705134819
COC1=CC(NC(=O)C2=CC3=CC=CC=C3C=C2O)=C(OC)C=C1Cl,-5.0622701458
CCCCC(CC)COC(=O)C(C)=C,-4.8059741607
NC(=O)C1=CC=C(NC(=O)C2=CC=C(N)C=C2)C=C1,-4.9156499936
C=CC(=O)OCCCCCCCCCCOC(=O)C=C,-4.9608754545
CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,-5.0064289581
CC1(C)CC2(CC(C)(C)[NH2+]1)OC1(CCCCCCCCCCC1)NC2=O,-5.0846644385
CCC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)CC,-4.892804854
CC(C)(COCCCOC(=O)C=C)COCCCOC(=O)C=C,-3.0495421403
CCCCCCOC(=O)C(C)=C,-3.7554210341
ClC1=CC(Cl)=C(Cl)N=C1Cl,-3.8614246907
NC1=NC(=CS1)C1=CC2=CC=CC=C2C=C1,-4.849542252
CCCCCCCCCC=O,-3.7255255026
CC(C)=CCCC(C)=CCOC(C)=O,-3.8305001771
CC(=O)OC1=CC=C(C=C1C1C(=O)OC2=CC=C(C=C12)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C,-6.6925825623
CCCCCCCCCCCC(=O)N(C)C,-3.9093070505
CCCCCCCCCCCCCC[NH+](C)C,-3.9356925608
CC(C)CCOCCC(C)C,-3.7601070667
CN(C1=CC=CC=C1)S(=O)(=O)C1=CC2=CC=C(N)C(N=NC3=CC=C(NC(=O)CCl)C=C3S([O-])(=O)=O)=C2C([O-])=C1,-4.3588570696
CC1=CC=C(Cl)C(Cl)=C1,-3.7755457257
COC1=CC(=C(OC)C=C1N)S(=O)(=O)NC1=CC=CC=C1,-4.0576928644
CC(C)COP(=O)(OCC(C)C)OCC(C)C,-3.0021546468
CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1,-4.8438678664
CC1=C(Cl)C=CC=C1Cl,-3.7919361419
O=C1CCCCCCCCCCC1,-3.8458299965
OC1=CC=C(C(O)=C1)C1=C([O-])C(=O)C2=C(O)C=C([O-])C=C2O1,-3.0824090581
CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-4.086559757
CC1=CC=C(Cl)C=C1Cl,-3.8089694812
COC1OC(COS(=O)(=O)C2=CC=C(C)C=C2)C2OC(C)(C)OC12,-4.1564425332
O=C1CCCCCCCCCCOCCCCO1,-4.0179591997
S=C(NC1=CC=CC=C1)NC1=CC=CC=C1,-3.9716884266
CC12CCC3C(CCC4=C3CCC(=O)C4)C1CCC2=O,-4.0549767292
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,-3.2037371554000003
CCOC(C)OC(C)(CCC=C(C)C)C=C,-3.9764017843
O=C(C1=CC=CC=C1)C1=CC=CC=C1,-3.882202908
CCCC(=O)OC(C)C1CCCCC1,-3.9207588975
CCC1(CC=C2CCCC3=CC(OC)=CC=C23)C(O)CCC1=O,-4.1227687236
CCC(C)C1=CC=CC=C1,-3.7586078484
CC(=O)NC1=CC=CC(NC2=CC(=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)S([O-])(=O)=O)=C1,-4.3079108614
CC(=O)OC(C)(C)C1CCC(C)=CC1,-3.931170339
CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C,-4.0436629248
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,-3.1795029693
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,-3.314476262
CC(C)CCOCCC1=CC=CC=C1,-3.9337357827
OC1=C(C=O)C2=CC=CC=C2C=C1,-3.8935675896
NC1=NC(N)=C(N=O)C(N)=N1,-3.8454729507
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,-6.6672950838
CCOC(=O)C(C)(C)C1=CC=CC=C1,-3.045838317
C=CCCCCCCCCC=O,-3.8931862
CC(C)CC1=CC=C(C=C1)C(C)C([O-])=O,-3.992248354700001
CCNC1=NC(NC(C)C)=NC(SC)=N1,-3.0470399572000004
ClCCCN1C(=O)NC2=CC=CC=C12,-3.0203942687
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,-3.3290743264
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC21CCC(=O)O1,-4.2250037793
CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C,-4.2262342969
COC1CC(C)CCC1C(C)C,-3.9301744515
O=C1CCCCCCCCCCC=CCC1,-4.8831871131
CC1=CC=CC=C1OC1=CC=CC=C1C,-4.8439277143
COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC1=CC=CC=C1,-4.9878258088
[O-][N+](=O)C1=CC=CC=C1C1=CC=C(Cl)C=C1,-4.9372094561
NC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,-5.0452642864
CC1CCC2=C1CC(CCC2C)C(C)(C)OC(C)=O,-5.022602512200001
FC(F)=C(F)OC(F)(F)C(F)(F)F,-4.9542967929
CC(=C)CC(C)(C)C,-4.688326948
CCCCCCC(CCCC)C([O-])=O,-4.959305966700001
CCCCC(CC)COC(=O)C1=CC=C(N)C=C1,-5.0543936585
COC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O,-5.1765101856
ClC1=CC=CC=C1C(Cl)(Cl)Cl,-5.0439330965
CN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-5.3087460931
CCCCC(C#N)C1=CC=CC=C1,-3.6623544532
FC(F)(F)C(Cl)(Cl)Cl,-4.3331923932
CCOC1=CC=CC=C1NC(=O)C1=CC2=CC=CC=C2C=C1O,-5.1866018088
CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,-5.1559612143
CCCCCCOC(=O)C1=CC=CC=C1O,-5.0458782076
CCCCCCC(O)CCCCCCCCCCCO,-5.1560946306
CCCCCCCCCCCCCCCCOP([O-])([O-])=O,-3.2602593536
CCN(CCCl)C1=CC=C(C=O)C=C1,-3.0334483747000003
CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,-3.0592783722
CCC12CCC3C(CCC4=CC(OC)=CC=C34)C1CCC2O,-4.875700653
CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,-3.0976097488
CC(C)OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,-4.1714457851
C[Si](C)(C)C,-3.6533405182
CC(CCOC(C)=O)CC(C)(C)C,-3.9891678317
CC=CC(=O)C1=C(C)C=CCC1(C)C,-3.0052489876
COC1=CC(Cl)=C(OC)C=C1N,-3.0061212915
CCCCCC(C=O)=CC1=CC=CC=C1,-3.0466584175
CC(C)OC(=O)CCCCC(=O)OC(C)C,-3.1070289759
OC1CCCCCCCCCCC1,-3.9891177261
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.2870640225
CC1(C)C[NH2+]CC(C)(C)C1OC(=O)CCCCCCCCC(=O)OC1C(C)(C)C[NH2+]CC1(C)C,-4.4077469895
CC(CCCC(C)(C)OC(C)=O)C=C,-4.0301641261
CC1CC(CC(C)(C)C1)OC(=O)C=C,-4.0304470853
O=C(C1CCCCC1)C1=CC=CC=C1,-4.014709734599999
ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,-4.3767049743
ClC1=CC=CC(Cl)=C1Cl,-4.003482074
CC(=O)C(=N[N-]C1=CC=C(C=C1[N+]([O-])=O)S([O-])(=O)=O)C(=O)NC1=CC=CC=C1,-4.6745621224
COC(=O)C1=C(C)C=C(O)C(C)=C1O,-4.037430925
COC1=CC=C(OC)C(=C1)[N+]([O-])=O,-3.0173250803
CCCCNC(=O)OCC#CI,-3.2033373628
CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,-4.1933811426
COC1(CCCCCCCCCCC1)OC,-4.125654351600001
S=C1NN=C(SSC2=N[N-]C(=S)S2)S1,-3.2522133148
CC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-3.040285322
CC(C)C(=O)OCCC1=CC=CC=C1,-3.0797644375
CC(=O)C=CC1=C(C)CCCC1(C)C,-3.0798638184
CCCCCCCCCC[NH+](C)C,-4.0452878346
CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,-4.2747784981
CCCSP(=O)(OCC)OC1=CC=C(Br)C=C1Cl,-4.365622838
CCCCCCCCC(C)C=O,-4.0270844645
COC(=O)C1CC(=O)C(CC1=O)C(=O)OC,-4.1541956574
CC(=O)OC1C2(C)CCC(C2)C1(C)C,-3.8745968837
[O-]C(=O)C(NC(=O)OCC1=CC=CC=C1)C1CCCCC1,-3.2854336032
CC1=CC=CC(=C1C)[N+]([O-])=O,-3.0033599893000003
OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,-3.1547687559
CC(CCOC(C)=O)CCC=C(C)C,-4.095938730199999
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,-4.1979376007
O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1,-4.1887477927
CCC(COCC(CC)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,-4.4927855243
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,-3.2211356868000003
COC1=CC(=C(OC)C=C1Cl)[N+]([O-])=O,-3.1793123652999995
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.4036850425
CC12CCC(C)(CCC1)C2=NO,-3.0741522071
CC=CC(=O)C1C(C)=CCCC1(C)C,-3.1378557654000003
CC1=CC(=CC=C1N)[N+]([O-])=O,-3.0361524841
CCCCCCCCCO,-3.0130118711
CCCOC(=O)C1CCCCC1C(=O)OCCC,-3.2626917327
CC1=CC=C2N=C(SC2=C1S([O-])(=O)=O)C1=CC=C(N)C=C1,-4.3324994616
O=C1CCCCCCCCCCCC(=O)OCCO1,-4.2616951793
CCCCOC(=O)CSCSCC(=O)OCCCC,-4.3430778582
CC1CCCCC1,-3.8459348013
CC(=C)C(=O)OC1CCCCC1,-3.0885648226
CCC(=O)OCCC1=CC=CC=C1,-3.1174443354
CCCC(=O)OCC1=CC=CC=C1,-3.1174443354
CCC=CCCOC(=O)OC,-3.0698306477
CC1=CC=C(C(C)=C1)[N+]([O-])=O,-3.0555996074
[O-]C(=O)CSC1=NC2=CC=CC=C2S1,-3.2288979848
CC(C)(C)C1=CC=C(CCC=O)C=C1,-3.1588329057
CCCCC(CC)C1OCCO1,-3.1195968677
CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,-4.333139569
CCCCCCCC[Si](OC)(OC)OC,-4.2461281993
OC12COC(OC1C1OC(OCC1O2)C1=CC=CC=C1)C1=CC=CC=C1,-4.4379626594
CCOC(=O)C1=CC(=O)N([N-]1)C1=CC=CC=C1,-3.2553454425
[O-]C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,-3.2230398856
ClC1=CC(Cl)=CC=C1,-3.0721598007
[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1,-3.2005181203
CC(C)(C)C1=CC=C(C=O)C=C1,-3.1309552762
NC1=CC2=CC=C(C=C2C=C1)S([O-])(=O)=O,-3.2696160575
CCCCC(CC)CO[N+]([O-])=O,-4.1466934911
CC1=CC(=C(O)C(C)=C1CC#N)C(C)(C)C,-4.2579024627
CCOP(=O)(CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)OCC,-4.4728088442
CC1=CC=CC=C1CCl,-3.0813269237
CC(=C)C1=CC=CC=C1,-3.0080823215
CCC=CCCOC(=O)C(C)C,-3.1741873711
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,-3.2653422506
CC(C)(C1=CC=C(OCCO)C=C1)C1=CC=C(OCCO)C=C1,-3.4517905533999995
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,-4.3838902648
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,-3.3249813225
CC(=O)C=CC1C(C)=CCCC1(C)C,-3.2586779358
CCCCOCCOC(=O)C1=CC=CC=C1,-3.3224225356
COC1=CC(=CC=C1N)[N+]([O-])=O,-3.2045127381
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,-3.5452709716000004
CCCCC(CC)COC(=O)CC#N,-3.2864784846
CCOC1=CC=C2NC(C)(C)C=C(C)C2=C1,-3.332762335
CC1=CC=C(C=C1C)[N+]([O-])=O,-3.1794512484
ClCC1=CC=CC=C1Cl,-3.2069094899
N#CCC1=CC=CC=C1,-3.0687460001
CC1=CC(CC2=CC(C)=C(O)C(C)=C2)=CC(C)=C1O,-3.4088248510000003
CCCCCCCCCCCCOS(=O)(=O)C1=CC=CC=C1,-3.543437239
CN(C)C(=O)C(CC[NH+]1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-4.6731215617
CCCCCCCCCC(C)=O,-4.2018206695
C=CCCCCC=C,-4.0232731502
CC(=O)OC1CCCCC1C(C)(C)C,-4.2973358545
[O-]S(=O)(=O)C1=CC=C(C=C1)N=NC1=CC=C(NN=C2C(=O)C=CC3=CC=CC=C23)C=C1,-4.65844166
CCCCCCCCCCCCO,-4.9847464515
NC1=CC=C(OP(=S)(OC2=CC=C(N)C=C2)OC2=CC=C(N)C=C2)C=C1,-5.3094071365
CC(=C)C(=O)OCCOC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCCOC(=O)C(C)=C)C=C1,-5.3792018861
CC12CCC3C(C)(C)CCCC3(C)C1CCO2,-5.0994877858
